DyadID,Year,Org,SideA,SideAID,SideAComponents,SideB,SideBID,SideBComponents,StartDate,StartPrec,StartDate2,StartPrec2,EpEnd,EpEndDate,EpEndPrec,BestFatalityEstimate,LowFatalityEstimate,HighFatalityEstimate,Location,GWNOLocation,Region,Version
2-480,2012,3,"Gontrar, Zintan",562001,"2118, 2119",Mashashia,2075,,2012-06-12,2,2012-06-17,2,1,2012-06-17,2,78,78,105,Libya,620,4,2.5-2016
2-481,2002,3,Isenasawo,2076,,Isongo-furo,2077,,2000-05-05,1,2002-07-20,1,1,2002-07-20,1,39,39,59,Nigeria,475,4,2.5-2016
2-482,2005,1,Forces of Agala,2078,,Forces of Edu,2079,,2005-12-31,5,2005-12-31,5,1,2005-12-31,5,62,62,62,Nigeria,475,4,2.5-2016
2-483,2012,3,Alawite (Lebanon),2081,,Sunni (Lebanon),2082,,2012-02-10,1,2012-06-04,2,0,,0,52,52,55,Lebanon,660,2,2.5-2016
2-483,2013,3,Alawite (Lebanon),2081,,Sunni (Lebanon),2082,,2012-02-10,1,2012-06-04,2,0,,0,67,67,69,Lebanon,660,2,2.5-2016
2-483,2014,3,Alawite (Lebanon),2081,,Sunni (Lebanon),2082,,2012-02-10,1,2012-06-04,2,1,2014-03-26,1,36,36,40,Lebanon,660,2,2.5-2016
2-484,1998,1,"ALiR, Mayi Mayi",549013,"2013, 1505",RCD,1270,,1998-09-14,1,1998-09-14,1,1,1998-09-23,1,47,19,356,DR Congo (Zaire),490,4,2.5-2016
2-485,1998,3,"Bafulero, Bavira",549019,"2117, 2116",Banyamulenge,2083,,1998-08-23,2,1998-08-23,2,1,1998-08-23,2,250,250,250,DR Congo (Zaire),490,4,2.5-2016
2-486,2012,3,Orma,1800,,Pokomo,1802,,2012-03-11,1,2012-08-21,1,1,2012-12-21,1,160,156,172,Kenya,501,4,2.5-2016
2-487,2012,3,Dogon,2088,,Fulani,1461,,2012-05-25,2,2012-05-25,2,1,2012-05-25,2,30,30,30,Mali,432,4,2.5-2016
2-488,2012,1,"AQIM, Jama'atu Ahlis Sunna Lidda'awati wal-Jihad, MUJAO ",543202,"1935, 2046, 1391",CMA,2043,,2012-06-27,1,2012-06-27,1,1,2012-06-27,1,26,26,26,Mali,432,4,2.5-2016
2-489,2012,1,CMA,2043,,"MUJAO, Signed-in-Blood Battalion",543203,"2046, 2120",2012-11-15,2,2012-11-19,2,1,2012-11-19,2,25,25,25,Mali,432,4,2.5-2016
2-491,2012,1,APCLS,2091,,M23,2045,,2012-10-25,1,2012-10-25,1,1,2012-10-25,1,30,30,30,DR Congo (Zaire),490,4,2.5-2016
2-492,2012,3,Bul Nuer,2092,,Luac Jang Dinka,1888,,2012-01-28,1,2012-01-28,1,1,2012-03-25,1,87,87,101,South Sudan,626,4,2.5-2016
2-494,2012,3,Balanda,2096,,Dinka ,1452,,2012-12-16,2,2012-12-16,2,1,2012-12-19,1,28,28,28,South Sudan,626,4,2.5-2016
2-495,2012,1,FDLR,1380,,Raia Mutomboki,2090,,2011-08-16,1,2012-03-04,2,1,2012-08-31,3,179,179,565,DR Congo (Zaire),490,4,2.5-2016
2-496,2012,1,Khatumo administration,2097,,Republic of Somaliland,1535,,2012-01-15,1,2012-01-26,1,1,2012-11-28,1,158,158,170,Somalia,520,4,2.5-2016
2-497,2001,3,Buddhists (Myanmar),2098,,Muslims (Myanmar),2099,,2001-02-16,3,2001-02-28,3,1,2001-05-23,2,37,22,40,Myanmar (Burma),775,3,2.5-2016
2-497,2012,3,Buddhists (Myanmar),2098,,Muslims (Myanmar),2099,,2001-02-16,3,2012-06-13,2,0,,0,114,114,131,Myanmar (Burma),775,3,2.5-2016
2-497,2013,3,Buddhists (Myanmar),2098,,Muslims (Myanmar),2099,,2001-02-16,3,2012-06-13,2,1,2013-09-30,1,50,50,101,Myanmar (Burma),775,3,2.5-2016
2-14611,2015,1,IS,1076,,Forces of Hadi,6254,,2015-03-21,1,2015-03-21,1,0,,0,128,128,128,Yemen (North Yemen),678,2,2.5-2016
2-447,2011,2,Opponents of Bashar al Assad,2029,,Supporters of Bashar al Assad,2030,,2011-07-17,1,2011-07-17,1,1,2011-07-17,1,30,30,30,Syria,652,2,2.5-2016
2-5,2003,2,Supporters of AD,1425,,Supporters of PDP,1527,,2003-03-12,2,2003-05-15,2,1,2003-07-11,1,29,29,36,Nigeria,475,4,2.5-2016
2-50,2004,3,Dir clan ,1454,,Marehan subclan of Sede clan (Darod),1501,,2004-02-21,2,2004-03-05,1,1,2004-03-20,2,121,121,132,Somalia,520,4,2.5-2016
2-500,2000,1,CPI-ML-VM,2103,,PWG,1035,,2000-10-01,1,2000-12-28,5,1,2000-12-28,5,27,27,29,India,750,3,2.5-2015
2-501,2000,1,BNLF,2104,,NLFT,1150,,2000-06-19,2,2000-08-07,2,1,2000-09-03,1,74,74,175,Bangladesh,771,3,2.5-2016
2-502,2000,3,Tripura Non-Tribal Communities,2105,,Tripura Tribal Communities,2106,,1999-02-04,2,2000-05-20,1,1,2000-11-19,1,85,85,86,India,750,3,2.5-2016
2-503,2012,3,Bangladeshi Immigrants,2107,,Bodo,1675,,2012-07-20,1,2012-07-24,2,1,2012-11-12,1,73,72,73,India,750,3,2.5-2016
2-504,2012,1,NSCN-K,1066,,NSCN-K-K,2108,,2011-12-22,1,2012-06-19,1,1,2012-12-17,1,54,52,54,India,750,3,2.5-2016
2-505,2001,1,FLC,2109,,Mayi Mayi,1505,,2001-04-25,1,2001-07-24,1,1,2001-07-24,1,27,27,27,DR Congo (Zaire),490,4,2.5-2016
2-506,2011,1,NURTW-Auxiliary,2110,,NURTW-Tokyo,2111,,2011-05-30,1,2011-06-04,1,1,2011-06-04,1,27,27,31,Nigeria,475,4,2.5-2016
2-461,2011,1,Jalisco Cartel New Generation,2036,,Los Zetas,1973,,2011-09-20,1,2011-09-20,1,0,,0,101,101,155,Mexico,70,5,2.5-2016
2-461,2012,1,Jalisco Cartel New Generation,2036,,Los Zetas,1973,,2011-09-20,1,2011-09-20,1,1,2012-06-12,1,30,30,33,Mexico,70,5,2.5-2016
2-461,2014,1,Jalisco Cartel New Generation,2036,,Los Zetas,1973,,2011-09-20,1,2014-03-01,5,0,,0,558,558,742,Mexico,70,5,2.5-2016
2-14800,2015,1,Sinaloa Cartel,1636,,Sinaloa Cartel - Damaso faction,6485,,11/01/2014,2,07/31/2015,3,0,,0,54,54,62,Mexico,70,5,2.5-2016
2-14801,2015,1,Sinaloa Cartel - El Pepillo faction,6487,,Sinaloa Cartel - Los 28 faction,6486,,01/19/2015,2,05/05/2015,2,0,,0,61,61,69,Mexico,70,5,2.5-2016
2-51,2002,3,Dir clan ,1454,,Sa'ad subclan of Habar Gidir clan (Hawiye),1540,,2002-01-13,1,2002-01-21,2,0,,0,65,55,70,Somalia,520,4,2.5-2016
2-51,2003,3,Dir clan ,1454,,Sa'ad subclan of Habar Gidir clan (Hawiye),1540,,2002-01-13,1,2002-01-21,2,1,2003-07-09,2,43,43,43,Somalia,520,4,2.5-2016
2-52,1991,3,Dizi  ,1455,,Suri,1549,,1991-12-31,5,1991-12-31,5,1,1991-12-31,5,91,91,91,Ethiopia,530,4,2.5-2016
2-52,1993,3,Dizi  ,1455,,Suri,1549,,1991-12-31,5,1993-12-31,5,1,1993-12-31,5,62,62,62,Ethiopia,530,4,2.5-2016
2-52,2002,3,Dizi  ,1455,,Suri,1549,,1991-12-31,5,2002-11-17,5,1,2002-11-17,5,35,35,35,Ethiopia,530,4,2.5-2016
2-53,1996,1,DKBA,1646,,KNU,1021,,1994-12-07,2,1996-02-27,1,1,1996-09-23,1,66,66,93,"Myanmar (Burma), Thailand","775, 800",3,2.5-2016
2-53,1998,1,DKBA,1646,,KNU,1021,,1994-12-07,2,1998-03-26,1,1,1998-09-25,1,86,86,96,Myanmar (Burma),775,3,2.5-2016
2-53,2007,1,DKBA,1646,,KNU,1021,,1994-12-07,2,2007-06-21,1,1,2007-12-18,1,45,45,45,Myanmar (Burma),775,3,2.5-2016
2-54,1993,3,Nyangatom ,1573,,Turkana,1554,,1993-07-11,2,1993-07-11,2,1,1993-07-11,2,157,157,157,Kenya,501,4,2.5-2016
2-54,2006,3,Nyangatom ,1573,,Turkana,1554,,1993-07-11,2,2006-12-31,5,1,2006-12-31,5,31,31,31,Ethiopia,530,4,2.5-2016
2-55,2004,3,Duduble subclan of Gorgorte clan (Hawiye),1456,,Suleiman subclan of Habar Gidir clan (Hawiye),1548,,1998-12-24,1,2004-03-05,2,1,2004-03-05,2,47,47,47,Somalia,520,4,2.5-2016
2-55,2012,3,Duduble subclan of Gorgorte clan (Hawiye),1456,,Suleiman subclan of Habar Gidir clan (Hawiye),1548,,1998-12-24,1,2012-12-01,1,1,2012-12-01,1,38,30,38,Somalia,520,4,2.5-2016
2-56,2004,1,FAPC,1457,,FNI,1460,,2004-07-07,3,2004-07-07,3,1,2004-07-08,2,51,51,52,DR Congo (Zaire),490,4,2.5-2016
2-57,2006,1,Fatah,1049,,Hamas,1051,,1991-09-22,1,2006-10-01,1,0,,0,36,36,46,Israel,666,2,2.5-2016
2-57,2007,1,Fatah,1049,,Hamas,1051,,1991-09-22,1,2006-10-01,1,1,2007-12-31,1,235,233,254,Israel,666,2,2.5-2016
2-58,2004,1,FRCI,1412,,FN - IC,1459,,2004-01-31,3,2004-06-21,2,1,2004-06-21,2,134,134,150,Ivory Coast,437,4,2.5-2016
2-59,2005,1,FRCI,1412,,MILOCI ,1510,,2005-02-28,1,2005-02-28,1,1,2005-02-28,1,28,28,50,Ivory Coast,437,4,2.5-2016
2-6,2002,3,Afar,1426,,Kereyou  ,1491,,2002-06-30,3,2002-12-31,3,0,,0,29,29,29,Ethiopia,530,4,2.5-2016
2-6,2003,3,Afar,1426,,Kereyou  ,1491,,2002-06-30,3,2002-12-31,3,1,2003-01-31,3,40,40,40,Ethiopia,530,4,2.5-2016
2-60,2003,1,Forces of Abdul Rahman Khan ,1218,,Forces of Amanullah,1219,,2003-08-13,1,2003-08-13,1,1,2003-08-13,1,25,20,30,Afghanistan,700,3,2.5-2016
2-61,2002,1,Forces of Abdullahi Yusuf,1422,,Forces of Jama Ali Jama,1482,,2001-11-21,1,2002-08-02,1,1,2002-12-27,1,70,68,238,Somalia,520,4,2.5-2016
2-62,2006,1,Forces of Amanullah Khan ,1220,,Forces of Arbab Basir,1221,,2006-10-09,2,2006-10-22,1,1,2006-10-22,1,36,36,36,Afghanistan,700,3,2.5-2016
2-63,2002,1,Forces of Amanullah Khan ,1220,,Forces of Ismail Khan ,1222,,2002-07-23,2,2002-08-01,2,1,2002-12-02,2,110,90,162,Afghanistan,700,3,2.5-2016
2-63,2004,1,Forces of Amanullah Khan ,1220,,Forces of Ismail Khan ,1222,,2002-07-23,2,2004-08-16,2,1,2004-08-16,2,42,42,100,Afghanistan,700,3,2.5-2016
2-66,2003,3,Fulani,1461,,Yugur,1563,,2003-03-02,2,2003-03-02,2,1,2003-03-02,2,100,100,110,Nigeria,475,4,2.5-2016
2-67,2002,3,Fulani,1461,,Mambila,1500,,2002-01-08,2,2002-01-08,2,1,2002-01-08,2,50,30,50,Nigeria,475,4,2.5-2016
2-68,2008,3,Gaadsan subclan of Biimaal clan (Dir),1764,,Ma'alin Weyne subclan of Mirifle clan (Digil-Mirifle),1765,,2008-04-28,1,2008-05-31,3,1,2008-12-05,1,40,38,62,Somalia,520,4,2.5-2016
2-69,2005,3,Gabra,1463,,Guji,1467,,2005-04-03,1,2005-04-29,1,1,2005-04-29,1,43,43,43,Ethiopia,530,4,2.5-2016
2-7,2002,3,Afar,1426,,Issa,1479,,2000-05-01,1,2002-04-17,1,1,2002-12-10,3,75,75,248,Ethiopia,530,4,2.5-2016
2-70,2005,3,Galje'el clan (Hawiye),1464,,Jejele subclan of Jibedi clan (Hawiye),1487,,2005-06-07,2,2005-06-09,1,1,2005-06-09,1,36,36,36,Somalia,520,4,2.5-2016
2-71,2006,3,Gamai,1465,,Pan,1525,,2006-04-13,2,2006-04-13,2,1,2006-04-13,2,25,20,100,Nigeria,475,4,2.5-2016
2-72,2005,3,Garre subclan of Digil clan (Digil-Mirifle),1466,,Marehan subclan of Sede clan (Darod),1501,,2005-04-10,2,2005-04-18,1,1,2005-07-23,2,99,89,139,Somalia,520,4,2.5-2016
2-73,2005,3,Garre subclan of Digil clan (Digil-Mirifle),1466,,Murule subclan of Gugundabe clan (Hawiye),1515,,2005-01-01,1,2005-01-11,2,1,2005-04-04,1,63,60,105,Kenya,501,4,2.5-2016
2-73,2008,3,Garre subclan of Digil clan (Digil-Mirifle),1466,,Murule subclan of Gugundabe clan (Hawiye),1515,,2005-01-01,1,2008-10-14,2,1,2008-10-16,1,31,31,31,Kenya,501,4,2.5-2016
2-74,2008,3,Gumuz,1766,,Oromo,1523,,2007-09-30,5,2008-05-21,2,1,2008-05-21,2,145,145,145,Ethiopia,530,4,2.5-2016
2-75,2007,3,Falata,1552,,Habaniya ,1469,,2007-01-31,3,2007-01-31,3,0,,0,125,125,200,Sudan,625,4,2.5-2016
2-75,2008,3,Falata,1552,,Habaniya ,1469,,2007-01-31,3,2007-01-31,3,0,,0,150,150,150,Sudan,625,4,2.5-2016
2-75,2009,3,Falata,1552,,Habaniya ,1469,,2007-01-31,3,2007-01-31,3,1,2009-04-19,1,99,99,108,Sudan,625,4,2.5-2016
2-76,2006,3,Habaniya ,1469,,Rizeigat Baggara,1564,,2006-07-20,3,2006-07-20,3,1,2006-07-20,3,150,150,150,Sudan,625,4,2.5-2016
2-14678,2015,3,Luac Jang Dinka,1888,,Thiyic Dinka,2023,,2015-10-10,2,2015-10-10,2,0,,0,92,92,94,South Sudan,626,4,2.5-2016
2-77,2000,3,Hausa,1462,,Igbo,1476,,2000-02-28,1,2000-02-28,1,1,2000-02-28,1,50,50,450,Nigeria,475,4,2.5-2016
2-78,2002,3,Hausa,1462,,Tarok,1550,,2002-07-07,1,2002-07-10,2,1,2002-10-04,2,35,25,35,Nigeria,475,4,2.5-2016
2-79,1998,3,Hausa,1462,,Yoruba,1562,,1998-07-13,2,1998-07-13,2,0,,0,60,60,100,Nigeria,475,4,2.5-2016
2-79,1999,3,Hausa,1462,,Yoruba,1562,,1998-07-13,2,1998-07-13,2,1,1999-07-25,2,93,93,133,Nigeria,475,4,2.5-2016
2-79,2002,3,Hausa,1462,,Yoruba,1562,,1998-07-13,2,2002-02-05,2,1,2002-02-05,2,100,50,100,Nigeria,475,4,2.5-2016
2-8,2004,3,Abtisame subclan of Galje'el clan (Hawiye),1423,,Afi subclan of Galje'el clan (Hawiye),1427,,2001-08-27,2,2004-02-04,1,1,2004-02-04,1,26,26,30,Somalia,520,4,2.5-2016
2-80,1999,3,Hema,1470,,Lendu,1495,,1999-05-14,1,1999-06-20,1,0,,0,1405,1405,6405,DR Congo (Zaire),490,4,2.5-2016
2-80,2000,3,Hema,1470,,Lendu,1495,,1999-05-14,1,1999-06-20,1,0,,0,656,656,656,DR Congo (Zaire),490,4,2.5-2016
2-80,2001,3,Hema,1470,,Lendu,1495,,1999-05-14,1,1999-06-20,1,0,,0,474,474,524,DR Congo (Zaire),490,4,2.5-2016
2-80,2002,3,Hema,1470,,Lendu,1495,,1999-05-14,1,1999-06-20,1,0,,0,1946,1916,2343,DR Congo (Zaire),490,4,2.5-2016
2-80,2003,3,Hema,1470,,Lendu,1495,,1999-05-14,1,1999-06-20,1,1,2003-10-31,3,258,189,959,DR Congo (Zaire),490,4,2.5-2016
2-82,2008,1,Hezbollah,1209,,PSP,1744,,2008-05-09,1,2008-05-21,3,1,2008-05-27,1,38,23,64,Lebanon,660,2,2.5-2016
2-83,2005,3,Hotiya Baggara ,1472,,"Newiba, Mahariba, Mahamid",562503,"1517, 1520, 1521",2005-12-31,5,2005-12-31,5,1,2005-12-31,5,251,210,260,Sudan,625,4,2.5-2016
2-84,2003,3,Huaorani,1634,,Tagaeri ,1641,,2003-05-27,1,2003-05-27,1,1,2003-05-27,1,26,15,31,Ecuador,130,5,2.5-2016
2-85,2005,3,Huber subclan of Mirifle clan (Digil-Mirifle),1473,,Yantar subclan of Mirifle clan (Digil-Mirifle),1561,,2005-08-12,1,2005-08-15,2,1,2005-08-19,1,35,35,38,Somalia,520,4,2.5-2016
2-86,1997,3,Ijaw,1477,,Itsekiri,1480,,1997-03-30,2,1997-04-12,1,0,,0,418,418,418,Nigeria,475,4,2.5-2016
2-86,1998,3,Ijaw,1477,,Itsekiri,1480,,1997-03-30,2,1997-04-12,1,0,,0,25,25,36,Nigeria,475,4,2.5-2016
2-86,1999,3,Ijaw,1477,,Itsekiri,1480,,1997-03-30,2,1997-04-12,1,1,1999-06-30,5,120,120,200,Nigeria,475,4,2.5-2016
2-86,2003,3,Ijaw,1477,,Itsekiri,1480,,1997-03-30,2,2003-07-25,1,1,2003-12-18,1,105,105,136,Nigeria,475,4,2.5-2016
2-87,2007,1,IMU,1202,,Lashkhar of Wazir tribe,1648,,2007-03-06,1,2007-03-19,1,1,2007-09-02,1,319,319,376,Pakistan,770,3,2.5-2016
2-88,2007,1,IS,1076,,RJF,1077,,2007-05-13,1,2007-05-31,2,1,2007-11-10,2,123,123,123,Iraq,645,2,2.5-2016
2-89,2005,3,Izzi ,1481,,Ukele,1555,,2005-04-25,3,2005-04-25,3,1,2005-04-25,3,100,50,100,Nigeria,475,4,2.5-2016
2-9,2002,3,Agon-Yar subclan of Abgal clan (Hawiye),1429,,Warsangeli subclan of Abgal clan (Hawiye),1560,,1999-10-15,1,2002-05-31,1,1,2002-11-20,1,94,82,94,Somalia,520,4,2.5-2016
2-90,2008,1,Forces of Shah Sahib,1653,,TTP,1199,,2008-07-16,1,2008-07-19,1,1,2008-07-19,1,51,51,66,Pakistan,770,3,2.5-2016
2-91,2003,1,Janjaweed ,1485,,JEM,1315,,2003-11-26,1,2003-11-26,1,1,2003-11-26,1,186,186,186,Sudan,625,4,2.5-2016
2-92,2005,1,Janjaweed ,1485,,SLM/A,1316,,2005-01-30,1,2005-04-20,2,1,2005-04-20,2,30,30,30,Sudan,625,4,2.5-2016
2-93,2005,1,Janjaweed - Bin Kulaib faction,1484,,Janjaweed - Moro faction,1483,,2005-11-30,3,2005-11-30,3,1,2005-11-30,3,44,44,44,Sudan,625,4,2.5-2016
2-95,1999,3,Jie,1489,,Turkana,1554,,1999-07-10,2,1999-07-10,2,1,1999-07-10,2,40,40,40,Kenya,501,4,2.5-2016
2-95,2008,3,Jie,1489,,Turkana,1554,,1999-07-10,2,2008-01-24,1,1,2008-02-10,1,57,57,57,Kenya,501,4,2.5-2016
2-462,2011,1,Cartel Independiente de Acapulco,2037,,La Barredora,2038,,2011-01-08,1,2011-08-20,1,1,2011-10-15,2,111,23,261,Mexico,70,5,2.5-2016
2-463,2011,1,Jalisco Cartel New Generation,2036,,La Resistencia,2039,,2011-02-12,1,2011-07-02,1,1,2011-08-04,1,33,33,33,Mexico,70,5,2.5-2016
2-507,2012,1,Jalisco Cartel New Generation,2036,,Los Caballeros Templarios,2035,,2012-02-16,1,2012-07-15,1,0,,0,68,64,80,Mexico,70,5,2.5-2016
2-507,2013,1,Jalisco Cartel New Generation,2036,,Los Caballeros Templarios,2035,,2012-02-16,1,2012-07-15,1,0,,0,129,129,145,Mexico,70,5,2.5-2016
2-507,2014,1,Jalisco Cartel New Generation,2036,,Los Caballeros Templarios,2035,,2012-02-16,1,2012-07-15,1,1,2014-12-31,5,184,184,216,Mexico,70,5,2.5-2016
2-508,2012,1,Los Zetas,1973,,Los Zetas - Velazquez Caballero faction,2112,,2012-06-11,1,2012-08-09,1,1,2012-09-17,3,77,77,131,Mexico,70,5,2.5-2016
2-96,2004,1,Juarez Cartel,1654,,Sinaloa Cartel,1636,,2004-01-25,2,2004-08-15,2,1,2004-09-12,1,61,61,61,Mexico,70,5,2.5-2016
2-96,2008,1,Juarez Cartel,1654,,Sinaloa Cartel,1636,,2004-01-25,2,2008-03-28,3,0,,0,294,294,419,Mexico,70,5,2.5-2016
2-97,2003,1,JVA,1490,,JVA faction,1649,,2002-06-02,2,2003-10-28,2,1,2003-10-28,2,25,25,110,Somalia,520,4,2.5-2016
2-98,1999,1,Forces of General Morgan,1966,,JVA,1490,,1999-01-06,1,1999-01-06,1,1,1999-08-12,1,78,78,82,Somalia,520,4,2.5-2016
2-98,2004,1,Forces of General Morgan,1966,,JVA,1490,,1999-01-06,1,2004-09-20,2,1,2004-09-20,2,37,37,112,Somalia,520,4,2.5-2016
2-99,2008,3,Kachai sub-tribe of Bangesh,1655,,Mishti,1656,,2008-03-22,1,2008-03-28,2,1,2008-03-28,2,58,58,58,Pakistan,770,3,2.5-2016
2-10301,2005,3,Northern Sudanese,2379,,Southern Sudanese,2395,,2005-08-03,2,2005-08-03,2,1,2005-08-03,2,130,130,130,Sudan,625,4,2.5-2016
2-11821,2015,3,Al-Zayadia,3579,,Berti,3580,,2015-02-27,1,2015-03-22,2,0,,0,127,127,127,Sudan,625,4,2.5-2016
2-96,2009,1,Juarez Cartel,1654,,Sinaloa Cartel,1636,,2004-01-25,2,2008-03-28,3,0,,0,427,427,559,Mexico,70,5,2.5-2016
2-14563,2015,3,Falata,1552,,Salamat Baggara,1872,,2015-02-02,2,2015-03-23,2,0,,0,245,245,245,Sudan,625,4,2.5-2016
2-76,2015,3,Habaniya ,1469,,Rizeigat Baggara,1564,,2006-07-20,3,2015-07-16,2,0,,0,198,198,198,Sudan,625,4,2.5-2016
2-11959,2012,1,Ganda Iso,3157,,CMA,2043,,2012-03-15,1,2012-03-25,1,1,2012-03-25,1,31,31,35,Mali,432,4,2.5-2016
2-498,2012,1,"Ghuraba al-Sham, Jabhat al-Nusra li al-Sham",565201,"2101, 2057",PYD,2100,,2012-11-19,1,2012-11-20,2,1,2012-11-20,2,29,29,34,Syria,652,2,2.5-2016
2-499,2012,1,"FSA, Jabhat al-Nusra li al-Sham",565202,"2015, 2057",PYD,2100,,2012-10-27,1,2012-10-27,1,1,2012-10-27,1,30,30,30,Syria,652,2,2.5-2016
2-111,2015,3,Ma'aliyah,1498,,Rizeigat Baggara,1564,,2002-05-25,2,2013-08-11,2,0,,0,252,171,252,Sudan,625,4,2.5-2016
2-119,2015,3,Misseriya,1904,,Rizeigat Abbala,1536,,2004-12-31,5,2015-12-12,1,0,,0,29,23,29,Sudan,625,4,2.5-2016
2-456,2015,3,Misseriya,1904,,Ngok Dinka,1884,,2011-01-09,2,2014-03-01,1,0,,0,47,46,47,Sudan,625,4,2.5-2016
2-96,2010,1,Juarez Cartel,1654,,Sinaloa Cartel,1636,,2004-01-25,2,2008-03-28,3,0,,0,2515,2514,2779,Mexico,70,5,2.5-2016
2-96,2011,1,Juarez Cartel,1654,,Sinaloa Cartel,1636,,2004-01-25,2,2008-03-28,3,0,,0,1658,1658,1852,Mexico,70,5,2.5-2016
2-96,2012,1,Juarez Cartel,1654,,Sinaloa Cartel,1636,,2004-01-25,2,2008-03-28,3,0,,0,547,531,959,Mexico,70,5,2.5-2016
2-96,2013,1,Juarez Cartel,1654,,Sinaloa Cartel,1636,,2004-01-25,2,2008-03-28,3,0,,0,127,121,453,Mexico,70,5,2.5-2016
2-96,2014,1,Juarez Cartel,1654,,Sinaloa Cartel,1636,,2004-01-25,2,2008-03-28,3,0,,0,49,49,56,Mexico,70,5,2.5-2016
2-14796,2015,1,Sinaloa Cartel - Los Memos faction,6481,,Sinaloa Cartel - Los Salazar faction,6482,,03/31/2015,3,05/05/2015,1,0,,0,41,41,41,Mexico,70,5,2.5-2016
